timestamp,elapsed_seconds,cpu_percent,cpu_cores_active,cpu_cores_total,mem_used_gb,mem_total_gb,mem_percent,gpu_mem_used_mb,gpu_mem_total_mb,gpu_util_percent,gpu_temp,disk_read_total,disk_write_total
2026-02-04 14:51:48,0.21115565299987793,0.0,0,28,3.534740447998047,15.428844451904297,22.9,1807.0,8192.0,15.0,33.0,40960,61440
2026-02-04 14:51:50,2.405203342437744,0.0,0,28,3.5410003662109375,15.428844451904297,23.0,1806.0,8192.0,2.0,33.0,61440,139264
2026-02-04 14:51:52,4.586352586746216,0.4,0,28,3.5381851196289062,15.428844451904297,22.9,1806.0,8192.0,2.0,33.0,61440,245760
2026-02-04 14:51:54,6.756549119949341,1.4,0,28,3.5408287048339844,15.428844451904297,22.9,1806.0,8192.0,28.000000000000004,33.0,65536,348160
2026-02-04 14:51:57,9.218181848526001,0.0,0,28,3.5360794067382812,15.428844451904297,22.9,1802.0,8192.0,1.0,35.0,360448,401408
2026-02-04 14:51:59,11.409319162368774,0.0,1,28,3.536174774169922,15.428844451904297,22.9,1802.0,8192.0,2.0,33.0,413696,495616
2026-02-04 14:52:01,13.575339078903198,0.0,0,28,3.5336952209472656,15.428844451904297,22.9,1802.0,8192.0,2.0,33.0,5242880,213008384
2026-02-04 14:52:03,15.755463123321533,0.4,0,28,3.5355224609375,15.428844451904297,22.9,1802.0,8192.0,2.0,33.0,5251072,312422400
2026-02-04 14:52:06,17.93950128555298,0.0,0,28,3.53448486328125,15.428844451904297,22.9,1802.0,8192.0,4.0,33.0,5251072,312467456
2026-02-04 14:52:08,20.10112690925598,0.0,0,28,3.533588409423828,15.428844451904297,22.9,1910.0,8192.0,11.0,35.0,5255168,312578048
2026-02-04 14:52:10,22.266571283340454,0.0,0,28,3.5356788635253906,15.428844451904297,22.9,1843.0,8192.0,5.0,34.0,5255168,312676352
2026-02-04 14:52:12,24.408433198928833,2.1,1,28,3.633869171142578,15.428844451904297,23.6,2242.0,8192.0,1.0,35.0,292495360,315625472
2026-02-04 14:52:14,26.541569471359253,3.5,2,28,4.57635498046875,15.428844451904297,29.7,2290.0,8192.0,17.0,36.0,687726592,315801600
2026-02-04 14:52:16,28.67632031440735,3.6,1,28,5.572666168212891,15.428844451904297,36.1,2249.0,8192.0,5.0,36.0,1002930176,316383232
2026-02-04 14:52:18,30.806386470794678,3.6,1,28,6.0470428466796875,15.428844451904297,39.2,3742.0,8192.0,54.0,37.0,1090445312,316866560
2026-02-04 14:52:21,32.94024729728699,3.9,1,28,6.047733306884766,15.428844451904297,39.2,3526.0,8192.0,40.0,38.0,1090576384,316936192
2026-02-04 14:52:23,35.083434104919434,3.6,1,28,6.054931640625,15.428844451904297,39.2,3584.0,8192.0,38.0,39.0,1090576384,317054976
2026-02-04 14:52:25,37.21583151817322,3.6,1,28,6.055458068847656,15.428844451904297,39.2,3594.0,8192.0,37.0,40.0,1090576384,317153280
2026-02-04 14:52:27,39.34831237792969,3.6,1,28,6.060447692871094,15.428844451904297,39.3,3581.0,8192.0,37.0,40.0,1090666496,317431808
2026-02-04 14:52:29,41.47809886932373,4.9,1,28,6.060859680175781,15.428844451904297,39.3,3468.0,8192.0,41.0,40.0,1090666496,317530112
2026-02-04 14:52:31,43.61237645149231,3.2,2,28,6.064300537109375,15.428844451904297,39.3,3468.0,8192.0,38.0,40.0,1090686976,317657088
2026-02-04 14:52:33,45.74392104148865,3.6,1,28,6.06658935546875,15.428844451904297,39.3,3664.0,8192.0,45.0,41.0,1090686976,317808640
2026-02-04 14:52:35,47.890584230422974,3.6,1,28,6.06732177734375,15.428844451904297,39.3,3605.0,8192.0,36.0,41.0,1090686976,317976576
2026-02-04 14:52:38,50.021339893341064,3.6,1,28,6.069160461425781,15.428844451904297,39.3,3384.0,8192.0,34.0,41.0,1090686976,318087168
2026-02-04 14:52:40,52.153663873672485,3.6,1,28,6.072795867919922,15.428844451904297,39.4,3567.0,8192.0,34.0,41.0,1090686976,318181376
2026-02-04 14:52:42,54.286940813064575,3.6,1,28,6.074298858642578,15.428844451904297,39.4,3577.0,8192.0,39.0,42.0,1090760704,318234624
2026-02-04 14:52:44,56.41813111305237,3.9,1,28,6.0762481689453125,15.428844451904297,39.4,3384.0,8192.0,43.0,42.0,1090760704,318332928
2026-02-04 14:52:46,58.546761989593506,3.6,1,28,6.080226898193359,15.428844451904297,39.4,3570.0,8192.0,39.0,43.0,1090772992,318468096
2026-02-04 14:52:48,60.67657685279846,3.9,1,28,6.080314636230469,15.428844451904297,39.4,3715.0,8192.0,42.0,43.0,1090772992,318640128
2026-02-04 14:52:50,62.80833148956299,4.6,1,28,6.081016540527344,15.428844451904297,39.4,3706.0,8192.0,42.0,43.0,1090772992,318791680
2026-02-04 14:52:53,64.9411301612854,3.6,1,28,6.087368011474609,15.428844451904297,39.5,3697.0,8192.0,39.0,43.0,1090772992,318926848
2026-02-04 14:52:55,67.07217168807983,3.6,1,28,6.090293884277344,15.428844451904297,39.5,3687.0,8192.0,37.0,44.0,1090772992,319037440
2026-02-04 14:52:57,69.20199513435364,4.3,1,28,6.0911865234375,15.428844451904297,39.5,3557.0,8192.0,37.0,43.0,1090772992,319090688
2026-02-04 14:52:59,71.33240938186646,3.5,1,28,6.093299865722656,15.428844451904297,39.5,3557.0,8192.0,41.0,43.0,1090793472,319766528
2026-02-04 14:53:01,73.46444916725159,3.6,1,28,6.092739105224609,15.428844451904297,39.5,3557.0,8192.0,44.0,44.0,1090793472,320024576
2026-02-04 14:53:03,75.59406328201294,3.6,1,28,6.0984344482421875,15.428844451904297,39.5,3553.0,8192.0,41.0,44.0,1090793472,320077824
2026-02-04 14:53:05,77.72686076164246,4.6,1,28,6.1014251708984375,15.428844451904297,39.5,3557.0,8192.0,34.0,44.0,1090793472,320172032
2026-02-04 14:53:07,79.85584735870361,3.6,1,28,6.1039276123046875,15.428844451904297,39.6,3553.0,8192.0,36.0,44.0,1090793472,320389120
2026-02-04 14:53:10,81.98747277259827,3.6,1,28,6.109104156494141,15.428844451904297,39.6,3553.0,8192.0,38.0,43.0,1090793472,320528384
2026-02-04 14:53:12,84.11499357223511,4.3,1,28,6.102672576904297,15.428844451904297,39.6,3553.0,8192.0,40.0,43.0,1090793472,320581632
2026-02-04 14:53:14,86.247642993927,3.6,2,28,6.105094909667969,15.428844451904297,39.6,3598.0,8192.0,32.0,44.0,1090793472,320684032
2026-02-04 14:53:16,88.37649536132812,3.6,1,28,6.1054840087890625,15.428844451904297,39.6,3602.0,8192.0,31.0,43.0,1090793472,320819200
2026-02-04 14:53:18,90.50589036941528,3.9,1,28,6.1092376708984375,15.428844451904297,39.6,3602.0,8192.0,39.0,43.0,1090793472,320884736
2026-02-04 14:53:20,92.63922309875488,3.2,1,28,6.108219146728516,15.428844451904297,39.6,3618.0,8192.0,38.0,44.0,1090793472,320991232
2026-02-04 14:53:22,94.76942205429077,3.6,1,28,6.110725402832031,15.428844451904297,39.6,3577.0,8192.0,35.0,44.0,1090793472,321204224
2026-02-04 14:53:24,96.90857982635498,3.6,2,28,6.111289978027344,15.428844451904297,39.6,3577.0,8192.0,35.0,43.0,1090793472,321302528
2026-02-04 14:53:27,99.04191970825195,3.6,1,28,6.116477966308594,15.428844451904297,39.6,3573.0,8192.0,36.0,44.0,1090793472,321359872
2026-02-04 14:53:29,101.174720287323,3.6,1,28,6.119483947753906,15.428844451904297,39.7,3578.0,8192.0,47.0,45.0,1090793472,321462272
2026-02-04 14:53:31,103.30556964874268,3.6,2,28,6.1190643310546875,15.428844451904297,39.7,3578.0,8192.0,38.0,45.0,1090793472,321568768
2026-02-04 14:53:33,105.44385433197021,4.6,1,28,6.12091064453125,15.428844451904297,39.7,3578.0,8192.0,35.0,45.0,1090793472,321638400
2026-02-04 14:53:35,107.57784247398376,4.3,2,28,6.123191833496094,15.428844451904297,39.7,3579.0,8192.0,34.0,45.0,1090793472,321757184
2026-02-04 14:53:37,109.71982765197754,3.6,1,28,6.124683380126953,15.428844451904297,39.7,3579.0,8192.0,41.0,45.0,1090793472,321863680
2026-02-04 14:53:39,111.87605237960815,2.2,2,28,3.586456298828125,15.428844451904297,23.2,1864.0,8192.0,0.0,43.0,1140080640,322125824
2026-02-04 14:53:42,114.04929709434509,1.4,0,28,3.6107940673828125,15.428844451904297,23.4,1864.0,8192.0,2.0,41.0,1140199424,323674112
2026-02-04 14:53:44,116.2307858467102,0.0,0,28,3.6119461059570312,15.428844451904297,23.4,1864.0,8192.0,3.0,40.0,1140199424,323809280
2026-02-04 14:53:46,118.41386151313782,0.0,0,28,3.6110687255859375,15.428844451904297,23.4,1864.0,8192.0,2.0,40.0,1140199424,323997696
2026-02-04 14:53:48,120.58836197853088,0.0,0,28,3.6104660034179688,15.428844451904297,23.4,1863.0,8192.0,2.0,39.0,1140199424,324243456
2026-02-04 14:53:50,122.7793083190918,0.4,0,28,3.61376953125,15.428844451904297,23.4,1863.0,8192.0,3.0,39.0,1144041472,324345856
2026-02-04 14:53:53,124.93799161911011,0.0,0,28,3.6153182983398438,15.428844451904297,23.4,1862.0,8192.0,2.0,39.0,1144041472,324444160
2026-02-04 14:53:55,127.10682249069214,0.0,0,28,3.613525390625,15.428844451904297,23.4,1939.0,8192.0,3.0,41.0,1144045568,344670208
2026-02-04 14:53:57,129.27045369148254,0.0,0,28,3.613922119140625,15.428844451904297,23.4,1923.0,8192.0,2.0,40.0,1144045568,344723456
2026-02-04 14:53:59,131.43344473838806,0.0,1,28,3.6099205017089844,15.428844451904297,23.4,1913.0,8192.0,7.000000000000001,39.0,1144045568,344834048
2026-02-04 14:54:01,133.60027289390564,0.0,0,28,3.610828399658203,15.428844451904297,23.4,1912.0,8192.0,2.0,38.0,1144049664,344948736
